Linie;KM;Abkuerzung Bahnhof;Haltestellen Name;Perrontyp;Perron Nummer;Kundengleisnummer;Perronkantenlänge;Perronkantenhöhe;Bemerkung Höhe;Hilfstritt;Höhenverlauf;Material;Bemerkung Material;Kantenart;Bemerkung Kantenkrone;Auftritt;GO_IPID;Didok-Nummer;IPID;FID;1_koord;2_koord;BPUIC;lod
735;43.305;BNK;Benken SG;Hausperron;1;1;160.35;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1684699;3118;14287216;243909580;47.2037051366, 9.00941350599;47.20479444864518, 9.008027144165563;8503118;http://lod.opentransportdata.swiss/didok/8503118
831;27.246;BERG;Berg;Aussenperron;2;2;120.23;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;12093898;6194;12093127;214907459;47.5823408536, 9.17439852522;47.58307208112954, 9.173223982778028;8506194;http://lod.opentransportdata.swiss/didok/8506194
822;48.863;BER;Berlingen;Hausperron;1;1;120.51;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;2847115;6135;2847119;35357693;47.673400117, 9.0214074619;47.67285797913022, 9.022796230082287;8506135;http://lod.opentransportdata.swiss/didok/8506135
220;-0.026;BN;Bern;Mittelperron;12/13;13;24.48;P 55;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Beton;1531721;7000;1531716;35330532;46.9504120958, 7.43951163544;46.95022880088047, 7.439333683492358;8507000;http://lod.opentransportdata.swiss/didok/8507000
220;0.055;BN;Bern;Mittelperron;12/13;12;59.45;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;1531721;7000;17010417;266737969;46.9497955106, 7.43889116649;46.95021163817302, 7.439374930320845;8507000;http://lod.opentransportdata.swiss/didok/8507000
450;106.065;BN;Bern;Mittelperron;9/10;10;83.22;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1531728;7000;17712828;282191815;46.9499149142, 7.43927069862;46.94941946386495, 7.438456707621257;8507000;http://lod.opentransportdata.swiss/didok/8507000
250;97.101;BN;Bern;Mittelperron;9/10;9;255.38;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;;1531728;7000;17772758;282307700;46.9493597455, 7.43852362212;46.948429980824066, 7.435486167814259;8507000;http://lod.opentransportdata.swiss/didok/8507000
250;96.95;BN;Bern;Mittelperron;7/8;8;236.59;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1531744;7000;10212088;168287385;46.9486697263, 7.4369054304;46.948032409249265, 7.433940440467227;8507000;http://lod.opentransportdata.swiss/didok/8507000
250;96.949;BN;Bern;Mittelperron;3/4;4;308.42;P 35;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;1531765;7000;1531762;35313664;46.9483887195, 7.43701462637;46.95014073789155, 7.439927544347294;8507000;http://lod.opentransportdata.swiss/didok/8507000
450;106.019;BN;Bern;Mittelperron;3/4;3;311.13;P 35;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;1531765;7000;1531763;35372078;46.9501373377, 7.43994320231;46.94834745131566, 7.437092061826392;8507000;http://lod.opentransportdata.swiss/didok/8507000
250;96.751;BN;Bern;Mittelperron;3/4;4;198.7;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1531765;7000;3513214;35353316;46.9479196718, 7.43449611688;46.94838871947126, 7.437014626367597;8507000;http://lod.opentransportdata.swiss/didok/8507000
250;94.225;BNAS;Bern Europaplatz;Aussenperron;4;4;170.43;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1551853;4108;1551851;35338294;46.9449238281, 7.40718973523;46.94388782388596, 7.40553975192441;8504108;http://lod.opentransportdata.swiss/didok/8504108
250;94.054;BNAS;Bern Europaplatz;Aussenperron;4;4;49.44;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1551853;4108;4737331;135193246;46.9438878239, 7.40553975192;46.94358736732317, 7.405061053147964;8504108;http://lod.opentransportdata.swiss/didok/8504108
250;94.225;BNAS;Bern Europaplatz;Aussenperron;3;3;170.51;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1551857;4108;1551855;35355314;46.9448779167, 7.4072535577;46.943841346540374, 7.405602891943432;8504108;http://lod.opentransportdata.swiss/didok/8504108
250;94.054;BNAS;Bern Europaplatz;Aussenperron;3;3;49.41;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1551857;4108;4737329;135193361;46.9438411304, 7.40560201208;46.94354084509323, 7.40512362848311;8504108;http://lod.opentransportdata.swiss/didok/8504108
290;108.85;BNWD;Bern Wankdorf;Mittelperron;2/3;2;217.17;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;3456570;16161;11016190;232072742;46.9669690711, 7.46424235809;46.96660139845182, 7.467032122535114;8516161;http://lod.opentransportdata.swiss/didok/8516161
830;5.338;BTW;Bettwiesen;Hausperron;1;1;110.18;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;10072991;6182;10072980;60484886;47.4976080542, 9.02080723055;47.498599000466086, 9.020802251549878;8506182;http://lod.opentransportdata.swiss/didok/8506182
210;62.208;BV;Bevaix;Aussenperron;2;2;149.93;P 35;incl. 15cm HT;vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;276476;4206;276473;35353206;46.929158432, 6.81115772316;46.93038781663815, 6.811967115449966;8504206;http://lod.opentransportdata.swiss/didok/8504206
100;47.388;BEX;Bex;Mittelperron;2/3;2;320.02;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;13767080;1402;13767045;276108178;46.2528868541, 6.99978573749;46.25017306146865, 7.001170128993027;8501402;http://lod.opentransportdata.swiss/didok/8501402
100;47.578;BEX;Bex;Mittelperron;2/3;3;189.46;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;13767080;1402;17668263;279912157;46.2512641114, 7.0005400577;46.252869917209836, 6.999716938245103;8501402;http://lod.opentransportdata.swiss/didok/8501402
410;96.154;BIM;Biel Mett;Aussenperron;2;2;151.65;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1843404;4419;13229232;185761714;47.1453668137, 7.27333698237;47.144370130541084, 7.271979952837141;8504419;http://lod.opentransportdata.swiss/didok/8504419
210;104.375;BI;Biel/Bienne;Mittelperron;2/3;2;23.92;P 55;;nicht vorhanden;konstant;Ortsbeton;;Beton;;Gitterrost;1962584;4300;15298894;239469677;47.1332143476, 7.24129960656;47.13327518834748, 7.240997248651617;8504300;http://lod.opentransportdata.swiss/didok/8504300
210;104.375;BI;Biel/Bienne;Mittelperron;2/3;2;21.39;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;1962584;4300;16179575;251982180;47.1332143476, 7.24129960656;47.13314749493806, 7.241563959243325;8504300;http://lod.opentransportdata.swiss/didok/8504300
210;104.332;BI;Biel/Bienne;Mittelperron;4/5;5;44.27;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;1962585;4300;16147339;251809790;47.1332175475, 7.24068427173;47.133038263213905, 7.241205330769733;8504300;http://lod.opentransportdata.swiss/didok/8504300
210;104.393;BI;Biel/Bienne;Mittelperron;9/10;9;264.4;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;3725668;4300;11846637;146388787;47.1327962623, 7.2412765475;47.1317238265209, 7.244383214456284;8504300;http://lod.opentransportdata.swiss/didok/8504300
651;29.518;BWL;Birrwil;Zwischenperron;1/2;2;14.0;<=P20;;nicht vorhanden;Karrenueberfahrten;Fertigelement;;Beton;;Kein;2554154;2033;17064024;267787606;47.2878844856, 8.19909906949;47.288009984581024, 8.199083750025178;8502033;http://lod.opentransportdata.swiss/didok/8502033
250;5.676;BOSS;Bossiere;Aussenperron;2;2;169.33;P 25;;nicht vorhanden;nicht konstant;Fertigelement;;Andere;Element prefabrique;Kein;2237408;4003;2237398;35348981;46.5102162745, 6.69820682319;46.509237675370365, 6.699894514446835;8504003;http://lod.opentransportdata.swiss/didok/8504003
100;145.338;BR;Brig;Mittelperron;3/4;3;428.34;P 55;;nicht vorhanden;konstant;Fertigelement;;Andere;Fertigelement;Andere;1718960;1609;2365923;35344114;46.3196117185, 7.9853617027;46.31959184722824, 7.990920785543423;8501609;http://lod.opentransportdata.swiss/didok/8501609
100;145.77;BR;Brig;Mittelperron;3/4;4;27.36;<=P20;;nicht vorhanden;Karrenueberfahrten;Fertigelement;;Beton;;Kein;1718960;1609;15109063;235077352;46.3196576638, 7.99092388157;46.31965562680391, 7.991279031329996;8501609;http://lod.opentransportdata.swiss/didok/8501609
100;145.448;BR;Brig;Mittelperron;6/7;6;357.9;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Andere;1718989;1609;2365951;35345328;46.3197919755, 7.98679249524;46.31980952925243, 7.991437373727902;8501609;http://lod.opentransportdata.swiss/didok/8501609
100;145.838;BR;Brig;Mittelperron;8/9;8;121.11;P 55;;nicht vorhanden;konstant;Fertigelement;;Andere;Fertigelement;Gitterrost;1719030;1609;1719022;35330498;46.3199348715, 7.99173362651;46.320142671921495, 7.993273379250147;8501609;http://lod.opentransportdata.swiss/didok/8501609
107;145.809;BR;Brig;Mittelperron;8/9;9;26.85;<=P20;;nicht vorhanden;Karrenueberfahrten;Fertigelement;;Andere;Fertigelement;Gitterrost;1719030;1609;15109098;235077389;46.3200174475, 7.99141211624;46.32001744745929, 7.991760641339365;8501609;http://lod.opentransportdata.swiss/didok/8501609
100;145.843;BR;Brig;Mittelperron;8/9;9;117.02;P 55;;nicht vorhanden;konstant;Fertigelement;;Andere;Fertigelement;Gitterrost;1719030;1609;15109100;235077391;46.3200174246, 7.99175979716;46.32020252050318, 7.993249644555905;8501609;http://lod.opentransportdata.swiss/didok/8501609
100;145.533;BR;Brig;Mittelperron;8/9;8;270.44;P 55;;nicht vorhanden;konstant;Fertigelement;;Andere;Fertigelement;Gitterrost;1719030;1609;15109107;235077398;46.3199439238, 7.98790011706;46.31992770888804, 7.9914113084167075;8501609;http://lod.opentransportdata.swiss/didok/8501609
100;145.814;BR;Brig;Mittelperron;8/9;8;24.84;<=P20;;nicht vorhanden;Karrenueberfahrten;Fertigelement;;Andere;Fertigelement;Gitterrost;1719030;1609;15109108;235077399;46.3199277089, 7.99141130842;46.31993487146127, 7.991733626507724;8501609;http://lod.opentransportdata.swiss/didok/8501609
500;50.461;BRIT;Brittnau-Wikon;Zwischenperron;2;2;150.1;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;1570464;2002;3853811;35336611;47.2628342827, 7.95713338494;47.2615667494407, 7.957816074974356;8502002;http://lod.opentransportdata.swiss/didok/8502002
700;31.393;BG;Brugg AG;Hausperron;1;;79.23;P 25;;nicht vorhanden;Karrenueberfahrten;Fertigelement;;Beton;;Kein;1770283;309;1770279;35372644;47.4798867294, 8.20814020411;47.47927928813893, 8.207592689000228;8500309;http://lod.opentransportdata.swiss/didok/8500309
700;31.393;BG;Brugg AG;Hausperron;1;1;255.9;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;1770283;309;2854044;35341983;47.4798867294, 8.20814020411;47.48189841478036, 8.209789403427058;8500309;http://lod.opentransportdata.swiss/didok/8500309
710;31.131;BG;Brugg AG;Hausperron;1;1;74.75;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;1770283;309;2854045;35357808;47.4818984148, 8.20978940343;47.48243302553264, 8.210387063000317;8500309;http://lod.opentransportdata.swiss/didok/8500309
710;31.072;BG;Brugg AG;Mittelperron;4/5;4;316.1;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;1770303;309;1770297;35345363;47.4822098207, 8.21050045168;47.47976353759862, 8.20837636037662;8500309;http://lod.opentransportdata.swiss/didok/8500309
450;83.299;BDF;Burgdorf;Mittelperron;4/5;4;102.1;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;974376;8005;4426065;35349359;47.0608743652, 7.62292062504;47.06094692901826, 7.62158090996975;8508005;http://lod.opentransportdata.swiss/didok/8508005
450;83.402;BDF;Burgdorf;Mittelperron;4/5;4;61.73;P 25;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;974376;8005;4426068;35373713;47.060946929, 7.62158092313;47.06098637362274, 7.620772947949919;8508005;http://lod.opentransportdata.swiss/didok/8508005
450;83.517;BDF;Burgdorf;Mittelperron;2/3;2;252.85;P 55;;nicht vorhanden;konstant;Ortsbeton;;Beton;;Andere;974378;8005;403757;35364657;47.0609164793, 7.62005584998;47.06072725747675, 7.623372482656501;8508005;http://lod.opentransportdata.swiss/didok/8508005
450;83.517;BDF;Burgdorf;Mittelperron;2/3;3;50.67;P 25;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;974378;8005;11447292;132795235;47.0609465004, 7.62005854423;47.06097271378227, 7.619392724552889;8508005;http://lod.opentransportdata.swiss/didok/8508005
450;83.346;BDF;Burgdorf;Mittelperron;1/11;1;275.08;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;4425994;8005;4425991;35316653;47.0607165281, 7.62229012833;47.06092324656061, 7.618681962506165;8508005;http://lod.opentransportdata.swiss/didok/8508005
100;21.432;BURI;Burier;Aussenperron;1;1;170.18;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;4313783;1202;4313776;35365186;46.4482001941, 6.87596881055;46.44775808424926, 6.878089154987638;8501202;http://lod.opentransportdata.swiss/didok/8501202
100;21.423;BURI;Burier;Aussenperron;2;2;8.65;P 25;;nicht vorhanden;nicht konstant;Fertigelement;;Beton;;Kein;4313789;1202;4313786;35340954;46.4482889847, 6.87589129628;46.448268526993225, 6.87599786418493;8501202;http://lod.opentransportdata.swiss/didok/8501202
200;6.822;BY;Bussigny;Mittelperron;3/4;4;220.25;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;4510980;1117;4510975;35343375;46.5469067425, 6.55281846091;46.54803692710246, 6.550460239051167;8501117;http://lod.opentransportdata.swiss/didok/8501117
830;16.337;BNG;Bussnang;Zwischenperron;2;2;12.02;<=P20;;nicht vorhanden;auslaufend;Fertigelement;;Beton;;Kein;10073601;6190;17055657;267699187;47.5560848645, 9.08397983946;47.55609754466213, 9.084138474840836;8506190;http://lod.opentransportdata.swiss/didok/8506190
720;29.45;BAE;Bach SZ;Mittelperron;1/2;2;114.29;P 25;;nicht vorhanden;nicht konstant;Fertigelement;;Beton;;Kein;1285002;3208;3838972;35356320;47.2010395201, 8.72819787329;47.201392759956406, 8.72961387446181;8503208;http://lod.opentransportdata.swiss/didok/8503208
770;16.482;BUE;Bulach;Hausperron;3;;172.6;P 35;;nicht vorhanden;konstant;Mauerwerk;;Naturstein;;Kein;1208169;3400;1855189;35332479;47.5254845472, 8.53420195985;47.52431668006366, 8.535711805072935;8503400;http://lod.opentransportdata.swiss/didok/8503400
853;12.906;BUET;Butschwil;Hausperron;1;1;170.21;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;335600;6203;3888673;35373116;47.359776752, 9.075202026;47.358258933111486, 9.075496349461524;8506203;http://lod.opentransportdata.swiss/didok/8506203
600;194.784;CAP;Capolago-Riva S. Vitale;Hausperron;1;1;287.62;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;1471219;5304;12501344;169990874;45.9014093066, 8.97811879313;45.90379683511461, 8.979543661054299;8505304;http://lod.opentransportdata.swiss/didok/8505304
600;194.496;CAP;Capolago-Riva S. Vitale;Mittelperron;2/3;3;220.41;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;1471222;5304;12501081;169990531;45.9037643366, 8.97966901624;45.901922986190186, 8.978628193412932;8505304;http://lod.opentransportdata.swiss/didok/8505304
600;147.414;CAST;Castione-Arbedo;Mittelperron;1/2;2;220.96;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;3853514;5212;3853511;35367663;46.2239200304, 9.04142586507;46.22193572860131, 9.04159288404983;8505212;http://lod.opentransportdata.swiss/didok/8505212
660;43.451;CHAM;Cham;Mittelperron;2/3;3;10.2;<=P20;;nicht vorhanden;auslaufend;Fertigelement;;Beton;;Kein;955580;2203;15315098;239833386;47.1785232441, 8.45909451119;47.178485389382075, 8.458971924455243;8502203;http://lod.opentransportdata.swiss/didok/8502203
150;56.671;CHY;Chambesy;Mittelperron;1/2;1;220.07;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;14056887;1020;4274973;200290092;46.2419283661, 6.14750367329;46.23995199003011, 6.14734590951668;8501020;http://lod.opentransportdata.swiss/didok/8501020
100;82.018;CHA;Chamoson-St-Pierre-de-Clages;Hausperron;1;1;150.64;P 30;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;1674515;1504;1674512;35311004;46.1882683722, 7.23999258302;46.189208164073555, 7.241398186403118;8501504;http://lod.opentransportdata.swiss/didok/8501504
252;12.591;CHS;Cheyres;Aussenperron;2;2;150.13;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;11822045;4131;11821996;145054051;46.8168524377, 6.78599117712;46.81775146369681, 6.787459180707796;8504131;http://lod.opentransportdata.swiss/didok/8504131
600;205.891;CHI;Chiasso;Mittelperron;4/5/6;6;488.86;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;944805;5307;13700819;249101142;45.8331279157, 9.0281452634;45.830926642923856, 9.03358989858158;8505307;http://lod.opentransportdata.swiss/didok/8505307
600;205.288;CHI;Chiasso;Dienstperron;126;;14.56;<=P20;Livello binario;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;13968173;5307;13996981;215062215;45.8363600103, 9.02188428271;45.83629392949137, 9.022046023421021;8505307;http://lod.opentransportdata.swiss/didok/8505307
600;205.288;CHI;Chiasso;Dienstperron;126;;14.59;<=P20;Livello binario;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;13968173;5307;13996985;215062233;45.8363441042, 9.0218708359;45.83627826654167, 9.022033201442818;8505307;http://lod.opentransportdata.swiss/didok/8505307
600;205.289;CHI;Chiasso;Dienstperron;127;;14.57;<=P20;Livello binario;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;13968189;5307;13996992;215062259;45.8363209486, 9.02185150337;45.836254900334595, 9.022013489509018;8505307;http://lod.opentransportdata.swiss/didok/8505307
600;206.09;CHI;Chiasso;;;;221.09;<=P20;;nicht vorhanden;konstant;Andere;Asfalto;Andere;Asfalto;Kein;;5307;1000428;35345063;45.8315616813, 9.02981388122;45.83080278069632, 9.032441390220477;8505307;http://lod.opentransportdata.swiss/didok/8505307
637;204.429;CHSM;Chiasso Smistamento;Dienstperron;K7;;39.31;<=P20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;2173710;5309;2173709;35341615;45.8413495574, 9.00474492808;45.84131975150816, 9.005248866397892;8505309;http://lod.opentransportdata.swiss/didok/8505309
900;25.688;CH;Chur;Hausperron;4/5;5;97.64;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;1413631;9000;1467048;35308961;46.853430344, 9.52906080073;46.852885328272556, 9.528056796410125;8509000;http://lod.opentransportdata.swiss/didok/8509000
900;25.785;CH;Chur;Hausperron;4/5;5;173.19;P 25;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;1413631;9000;1467049;35368163;46.8528853283, 9.52805679641;46.85187412732423, 9.52633547475207;8509000;http://lod.opentransportdata.swiss/didok/8509000
900;25.547;CH;Chur;Hausperron;4/5;4;69.14;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;1413631;9000;3727647;35337044;46.8541936775, 9.53054951656;46.85380058455597, 9.529847241139615;8509000;http://lod.opentransportdata.swiss/didok/8509000
900;25.433;CH;Chur;Mittelperron;7/8;7;82.81;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;3727620;9000;3727640;35327967;46.8551041073, 9.53135169092;46.8545099238891, 9.530700842020371;8509000;http://lod.opentransportdata.swiss/didok/8509000
900;25.432;CH;Chur;Mittelperron;9/10;9;433.19;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;3727621;9000;3727634;35313215;46.8551547342, 9.53124297579;46.85261324398735, 9.526964283532655;8509000;http://lod.opentransportdata.swiss/didok/8509000
920;14.086;CH;Chur;Mittelperron;9/10;10;36.49;P 25;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;3727621;9000;3727637;35319014;46.8523627688, 9.52615782915;46.852200077674304, 9.525742265211973;8509000;http://lod.opentransportdata.swiss/didok/8509000
920;13.443;CH;Chur;Mittelperron;11/12;12;335.59;Andere;36 cm;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;3727622;9000;3727632;35355383;46.8549312851, 9.53074921966;46.853068415321054, 9.527286930183468;8509000;http://lod.opentransportdata.swiss/didok/8509000
100;87.965;CHF;Chateauneuf-Conthey;Aussenperron;2;2;151.83;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1693385;1510;1693377;35346778;46.2157369404, 7.30384888969;46.21613978540186, 7.305728924725946;8501510;http://lod.opentransportdata.swiss/didok/8501510
100;88.002;CHF;Chateauneuf-Conthey;Hausperron;1;1;152.68;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1693397;1510;1693386;35323672;46.2158990821, 7.30428788853;46.21630403736007, 7.306178527516708;8501510;http://lod.opentransportdata.swiss/didok/8501510
